drug_name,drugbank_id,smpdb_id,pathway,category,uniprot_id
Uridine-5'-Diphosphate,DB03435,SMP0030406,Androstenedione Metabolism,metabolic,Q15084
Uridine-5'-Diphosphate,DB03435,SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,P51857
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Thymine,DB03462,SMP0000046,Pyrimidine Metabolism,metabolic,P32321
Spermidine,DB03566,SMP0000033,Methionine Metabolism,metabolic,P34896
Spermidine,DB03566,SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,P52788
Spermidine,DB03566,SMP0000033,Methionine Metabolism,metabolic,P34896
Spermidine,DB03566,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P34896
Spermidine,DB03566,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P34896
Spermidine,DB03566,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P34896
Spermidine,DB03566,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P34896
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000073,Butyrate Metabolism,metabolic,P16219
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Butyric Acid,DB03568,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,P11926
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000559,Pyruvate Kinase Deficiency,disease,P24752
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000559,Pyruvate Kinase Deficiency,disease,P24752
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000559,Pyruvate Kinase Deficiency,disease,P24752
Pyruvaldehyde,DB03587,SMP0000223,Non-Ketotic Hyperglycinemia,disease,P32929
Pyruvaldehyde,DB03587,SMP0000559,Pyruvate Kinase Deficiency,disease,P24752
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Pyruvaldehyde,DB03587,SMP0000004,Glycine and Serine Metabolism,metabolic,P32929
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
Capric acid,DB03600,SMP0000456,Fatty Acid Biosynthesis,metabolic,Q13085
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
3-hydroxyanthranilic acid,DB03644,SMP0000063,Tryptophan Metabolism,metabolic,P04798
Uridine monophosphate,DB03685,SMP0000247,Azithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000248,Clarithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000250,Erythromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000247,Azithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000291,Doxycycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000295,Lymecycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000729,Chloramphenicol Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000256,Neomycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000262,Clomocycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000253,Amikacin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000712,Tigecycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000293,Oxytetracycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000290,Demeclocycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000711,Tobramycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000294,Tetracycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000251,Roxithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000254,Gentamicin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000258,Spectinomycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000727,Methacycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000257,Netilmicin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000252,Telithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000292,Minocycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000259,Streptomycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000255,Kanamycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000249,Clindamycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000248,Clarithromycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000726,Rolitetracycline Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000731,Josamycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000714,Paromomycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000728,Lincomycin Action Pathway,drug_action,
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000579,Congenital Disorder of Glycosylation CDG-IId,disease,Q8WVQ1
Uridine monophosphate,DB03685,SMP0000046,Pyrimidine Metabolism,metabolic,P04183
Uridine monophosphate,DB03685,SMP0000713,Arbekacin Action Pathway,drug_action,
3-Hydroxy-Propanoic Acid,DB03688,SMP0000016,Propanoate Metabolism,metabolic,P11310
3-Hydroxy-Propanoic Acid,DB03688,SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,P11310
3-Hydroxy-Propanoic Acid,DB03688,SMP0000016,Propanoate Metabolism,metabolic,P11310
3-Hydroxy-Propanoic Acid,DB03688,SMP0000016,Propanoate Metabolism,metabolic,P11310
3-Hydroxy-Propanoic Acid,DB03688,SMP0000198,Malonic Aciduria,disease,P11310
Propanoic acid,DB03766,SMP0000016,Propanoate Metabolism,metabolic,Q9NUB1
Propanoic acid,DB03766,SMP0000464,Vitamin K Metabolism,metabolic,P38435
Propanoic acid,DB03766,SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,Q9NUB1
Propanoic acid,DB03766,SMP0000016,Propanoate Metabolism,metabolic,Q9NUB1
Propanoic acid,DB03766,SMP0000016,Propanoate Metabolism,metabolic,Q9NUB1
Propanoic acid,DB03766,SMP0000198,Malonic Aciduria,disease,Q9NUB1
Lactaldehyde,DB03776,SMP0000559,Pyruvate Kinase Deficiency,disease,Q8WYK0
Lactaldehyde,DB03776,SMP0000559,Pyruvate Kinase Deficiency,disease,Q8WYK0
Lactaldehyde,DB03776,SMP0000559,Pyruvate Kinase Deficiency,disease,Q8WYK0
Lactaldehyde,DB03776,SMP0000559,Pyruvate Kinase Deficiency,disease,Q8WYK0
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000089,Pravastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000117,Pamidronate Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000107,Zoledronate Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000111,Cerivastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000095,Alendronate Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000082,Simvastatin Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000079,Ibandronate Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000112,Risedronate Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000119,Fluvastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000092,Rosuvastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000082,Simvastatin Action Pathway,drug_action,P48449
Palmitic Acid,DB03796,SMP0000316,Zellweger Syndrome,disease,Q14032
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000316,Zellweger Syndrome,disease,Q14032
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000316,Zellweger Syndrome,disease,Q14032
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000316,Zellweger Syndrome,disease,Q14032
Palmitic Acid,DB03796,SMP0000099,Lovastatin Action Pathway,drug_action,Q14534
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000456,Fatty Acid Biosynthesis,metabolic,P49327
Palmitic Acid,DB03796,SMP0000316,Zellweger Syndrome,disease,Q14032
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Deoxyuridine monophosphate,DB03800,SMP0000046,Pyrimidine Metabolism,metabolic,P04818
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000431,Nicotine Action Pathway,drug_action,Q02641
Formaldehyde,DB03843,SMP0000431,Nicotine Action Pathway,drug_action,P14415
Formaldehyde,DB03843,SMP0000431,Nicotine Action Pathway,drug_action,P08908
Formaldehyde,DB03843,SMP0000028,Caffeine Metabolism,metabolic,P47989
Formaldehyde,DB03843,SMP0000424,Citalopram Action Pathway,drug_action,Q02641
Formaldehyde,DB03843,SMP0000424,Citalopram Action Pathway,drug_action,P14415
Formaldehyde,DB03843,SMP0000424,Citalopram Action Pathway,drug_action,P08908
Formaldehyde,DB03843,SMP0000028,Caffeine Metabolism,metabolic,P47989
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P50993
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P63252
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P51787
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,O60706
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,Q92736
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P30556
Formaldehyde,DB03843,SMP0000328,Lidocaine (Antiarrhythmic) Action Pathway,drug_action,P48788
Formaldehyde,DB03843,SMP0000636,Venlafaxine Metabolism Pathway,drug_metabolism,P10635
Formaldehyde,DB03843,SMP0000621,Codeine Metabolism Pathway,drug_metabolism,P16662
Formaldehyde,DB03843,SMP0000408,Methadone Action Pathway,drug_action,P08684
Formaldehyde,DB03843,SMP0000408,Methadone Action Pathway,drug_action,Q9NZV8
Formaldehyde,DB03843,SMP0000408,Methadone Action Pathway,drug_action,B7ZKV8
Formaldehyde,DB03843,SMP0000408,Methadone Action Pathway,drug_action,Q01959
Formaldehyde,DB03843,SMP0000653,Rosiglitazone Metabolism Pathway,drug_metabolism,Q9Y6L6
Formaldehyde,DB03843,SMP0000443,Teniposide Action Pathway,drug_action,P08684
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,Q02641
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,P05026
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,Q8TCU5
Formaldehyde,DB03843,SMP0000646,Fluoxetine Metabolism Pathway,drug_metabolism,P08684
Formaldehyde,DB03843,SMP0000606,Tamoxifen Metabolism Pathway,drug_metabolism,P22310
Formaldehyde,DB03843,SMP0000606,Tamoxifen Metabolism Pathway,drug_metabolism,Q9HAW8
Formaldehyde,DB03843,SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,P08183
Formaldehyde,DB03843,SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,P10632
Formaldehyde,DB03843,SMP0000601,Etoposide Metabolism Pathway,drug_metabolism,Q96GW1
Formaldehyde,DB03843,SMP0000601,Etoposide Metabolism Pathway,drug_metabolism,P22309
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,P08183
Formaldehyde,DB03843,SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,P10632
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,Q02641
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,P05026
Formaldehyde,DB03843,SMP0000422,Imipramine Action Pathway,drug_action,Q8TCU5
Formaldehyde,DB03843,SMP0000639,Clomipramine Metabolism Pathway,drug_metabolism,P08684
Formaldehyde,DB03843,SMP0000028,Caffeine Metabolism,metabolic,P47989
Formaldehyde,DB03843,SMP0000627,Citalopram Metabolism Pathway,drug_metabolism,P24462
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000223,Non-Ketotic Hyperglycinemia,disease,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000004,Glycine and Serine Metabolism,metabolic,P49591
Formaldehyde,DB03843,SMP0000651,Artemether Metabolism Pathway,drug_metabolism,P20815
Formaldehyde,DB03843,SMP0000636,Venlafaxine Metabolism Pathway,drug_metabolism,P10635
Formaldehyde,DB03843,SMP0000646,Fluoxetine Metabolism Pathway,drug_metabolism,P08684
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000104,Indomethacin Action Pathway,drug_action,P41222
Prostaglandin G2,DB03866,SMP0000104,Indomethacin Action Pathway,drug_action,O15296
Prostaglandin G2,DB03866,SMP0000114,Nabumetone Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000114,Nabumetone Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000098,Ketorolac Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000098,Ketorolac Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000706,Tenoxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000706,Tenoxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000096,Celecoxib Action Pathway,drug_action,Q16873
Prostaglandin G2,DB03866,SMP0000096,Celecoxib Action Pathway,drug_action,P20813
Prostaglandin G2,DB03866,SMP0000096,Celecoxib Action Pathway,drug_action,Q08477
Prostaglandin G2,DB03866,SMP0000704,Tolmetin Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000704,Tolmetin Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000087,Rofecoxib Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000087,Rofecoxib Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000696,Fenoprofen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000696,Fenoprofen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000116,Valdecoxib Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000116,Valdecoxib Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000093,Diclofenac Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000093,Diclofenac Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000094,Sulindac Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000094,Sulindac Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000697,Flurbiprofen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000697,Flurbiprofen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000084,Etodolac Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000084,Etodolac Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000109,Mefenamic Acid Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000109,Mefenamic Acid Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000120,Naproxen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000120,Naproxen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000701,Phenylbutazone Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000701,Phenylbutazone Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000106,Meloxicam Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000106,Meloxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000694,Carprofen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000694,Carprofen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000289,Diflunisal Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000289,Diflunisal Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000101,Suprofen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000101,Suprofen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000709,Salicylic Acid Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000709,Salicylic Acid Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000083,Acetylsalicylic Acid Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000083,Acetylsalicylic Acid Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000102,Bromfenac Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000102,Bromfenac Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000113,Oxaprozin Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000113,Oxaprozin Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000085,Ketoprofen Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000085,Ketoprofen Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000086,Ibuprofen Action Pathway,drug_action,Q9UBS4
Prostaglandin G2,DB03866,SMP0000086,Ibuprofen Action Pathway,drug_action,O60656
Prostaglandin G2,DB03866,SMP0000086,Ibuprofen Action Pathway,drug_action,Q8TBF2
Prostaglandin G2,DB03866,SMP0000086,Ibuprofen Action Pathway,drug_action,P18054
Prostaglandin G2,DB03866,SMP0000699,Lumiracoxib Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000699,Lumiracoxib Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000698,Magnesium Salicylate Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000698,Magnesium Salicylate Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000707,Salsalate Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000707,Salsalate Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000703,Trisalicylate-Choline Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000703,Trisalicylate-Choline Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000693,Antrafenine Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000693,Antrafenine Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000692,Antipyrine Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000692,Antipyrine Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000705,Tiaprofenic Acid Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000695,Etoricoxib Action Pathway,drug_action,P24557
Prostaglandin G2,DB03866,SMP0000695,Etoricoxib Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P42330
Prostaglandin G2,DB03866,SMP0000077,Piroxicam Action Pathway,drug_action,P05181
